EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
10730718,SINDHI COMMUNITY ASSOCIATION OF NORTHERN CALIFORNIA,% RAJENDRA AHUJA,43729 CAMERON HILLS DR,FREMONT,CA,94539-5971,0,3,3,7000,201610,1,16,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,X70,
10731652,VALLEY COMMUNITY PROGRAMS INC,,100 SKYWAY DRIVE,SAN JOSE,CA,95111-3639,0,3,3,1000,201605,1,17,0,1,1,202406.0,1,1,2,0,6,8264.0,4000.0,4000.0,N50,
10731775,MISSION DENTAL FOUNDATION INC,% AUSTIN INDUSTRIES,PO BOX 772,NEWBERG,OR,97132-0772,0,3,3,1000,200210,1,16,0,1,1,202406.0,4,4,1,0,6,167425.0,190828.0,190828.0,S20,
10731995,LIGHTHOUSE TRANSITIONAL CENTER INC,% VERNETTA DEMARTRA,10300 SE 23RD ST,MIDWEST CITY,OK,73130-7621,0,3,3,1000,200310,1,15,0,1,1,,2,3,0,0,12,,,,F80,
10732918,THE KHOSLA FOUNDATION,% VED KHOSLA,4651 ALBION LITTLE RIVER RD,LITTLE RIVER,CA,95456-9631,0,3,3,1000,200301,1,4,0,1,1,202412.0,4,3,0,1,12,308996.0,31221.0,,T22,
10733041,SARASOTA CREW INC,% RICHARD HAYS,343 PALMETTO AVE,OSPREY,FL,34229-9381,0,3,3,1000,200208,1,15,0,1,1,202407.0,6,6,1,0,7,4052409.0,1844687.0,1777841.0,N67,
10733180,GLADES INITIATIVE INC,% KARIS ENGLE,149 SE AVENUE D,BELLE GLADE,FL,33430-3531,0,3,3,1000,200211,1,15,0,1,1,202409.0,6,6,1,0,9,4248954.0,2819229.0,2819229.0,P80,
10734303,J&L BOOKS INC,,3475 PIEDMONT RD NE STE 1500,ATLANTA,GA,30305-2913,0,3,3,2000,200406,1,16,0,1,1,202506.0,0,0,2,0,6,0.0,0.0,0.0,A40,
10734613,TEXAS FOREST TRAIL REGION INC,% CHAY REES,200 E MAIN ST,NACOGDOCHES,TX,75961-5212,0,3,3,1200,201803,1,15,0,1,1,202308.0,3,3,1,0,8,98627.0,94133.0,94133.0,A80,
10735313,FAITH MISSIONARY BAPTIST CHURCH,% DEACON CHARLES E JACKSON,1706 SEVERINE ST,SHREVEPORT,LA,71108-3024,0,3,3,7100,200505,1,10,0,0,1,,0,0,6,0,12,,,,X21,
10735838,THOROUGHBRED BAND PARENT ASSOCIATION INC,% C/O THE DIRECTOR OF BANDS HIALEAH,150 W 64TH TER,HIALEAH,FL,33012-2672,0,3,3,2000,201505,1,16,0,1,1,202411.0,0,0,2,0,11,0.0,0.0,0.0,A6C,
10736017,SAN DIEGO THERAPEUTIC HORSEMANSHIP,,2191 HOLLISTER ST,SAN DIEGO,CA,92154-4302,0,3,3,1200,200211,1,16,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,N69,
10736262,MOORE HAVEN HIGH SCHOOL SCHOLARSHIP ORGANIZATION INC,% WAYNE ALDRICH,PO BOX 795,MOORE HAVEN,FL,33471-0795,0,3,3,2000,200906,1,15,0,1,1,202412.0,4,4,1,0,12,238681.0,124986.0,124986.0,B82,
10737173,SUZANNE WESTER MATTEO M D CHARITABLE FOUNDATION,% BROWN BROS,207 NABB LOOP,TALLAHASSEE,FL,32317-0502,0,3,3,1000,200301,1,4,0,2,1,202412.0,4,3,0,1,12,447530.0,89767.0,,T22,
10737412,IN CHRIST MINISTRIES CHURCH INC,% BELINDA WILLIAMS,1702 1ST ST E STE B,HUMBLE,TX,77338-5204,0,3,3,7000,200703,1,10,0,1,1,,0,0,6,0,12,,,,X21,
10737435,CLIMAX SPRINGS ALUMNI ASSOCIATION SCHOLARSHIP FUND,% DANIEL MAUSS,9051 N STATE HIGHWAY 7,CLIMAX SPRGS,MO,65324-2791,0,3,3,1000,201111,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,B84,
10737963,KNIGHTS OF COLUMBUS,% MICHAEL R STEPHENS,704 HOLLY AVE,S PITTSBURG,TN,37380-1456,188,8,9,1000,194010,2,0,36029265,5,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,,11542 VIRGIN OF THE POOR COUNCIL
10738489,PTA NEVADA CONGRESS,% TAMMIE IBACH,1155 E RICHMAR AVE,LAS VEGAS,NV,89123-3808,2044,3,9,2000,196910,1,16,59035000,5,1,202506.0,0,0,2,0,6,0.0,0.0,0.0,,ROGER GEHRING ELEMENTARY SCHOOL PTA
10738599,AMERICAN SCENT DOG ASSOCIATION INC,% DONNA WAUGH,13823 RIVERCREST DR,LITTLE ROCK,AR,72212-1520,0,3,3,1200,200804,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,M23,
10738798,DURANT BAND BOOSTER CLUB,% SKYELAR PERKINS,PO BOX 5275,DURANT,OK,74702-5275,0,3,3,1000,202004,1,15,0,5,1,202412.0,3,4,1,0,12,94097.0,170373.0,156357.0,B11,
10738924,CHURCH OF THE RESURRECTION INC,% FRANK COSTANTINO,2017 MERCY DR,ORLANDO,FL,32808-5613,1621,3,9,7000,196402,1,10,0,1,1,,0,0,6,0,12,,,,,
10739290,BARNABAS MINISTRIES INTERNATIONAL,% MACEL ELY,PO BOX 40,SEYMOUR,TN,37865-0040,0,3,3,1000,200209,1,15,0,1,1,202412.0,3,4,1,0,12,55986.0,137769.0,137769.0,X21,
10739612,COLLIN COUNTY BAPTIST CHURCH INC,,4760 PRESTON RD STE 244 PMB,FRISCO,TX,75034-8549,0,3,3,1270,200306,1,10,0,1,1,,0,0,6,0,12,,,,X20,
10740130,RIO HONDO COMMUNITY DEVELOPMENT CORPORATION,% DONNA L DUNCAN,11706 RAMONA BLVD STE 107,EL MONTE,CA,91732-2300,0,3,3,1000,200301,1,15,0,1,1,202406.0,6,5,1,0,6,3613463.0,576958.0,576958.0,L21,
10740202,MARINE CORPS LEAGUE JANS F HURSEY DETACHMENT 748,,PO BOX 1451,SLIDELL,LA,70459-1451,955,4,9,3000,194607,1,0,908279265,5,1,202506.0,0,0,2,0,6,0.0,0.0,0.0,Y99,
10740608,SMART PLACE ADULT AND CHILDREN SERVICES INC,% TERESA PUNZI,1916 GLENFAIR RD,DECATUR,GA,30035-1849,0,3,3,1000,201211,1,16,0,1,1,202312.0,6,0,2,0,12,2517738.0,0.0,0.0,P70,
10740942,WORLD HARVEST CHURCH,% JOEL TAGLORIN,4822 TRACEMEADOW DR,HOUSTON,TX,77066-4043,0,3,3,7000,200305,1,10,0,1,1,,0,0,6,0,12,,,,X21,
10741195,METHOW RECYCLES,% LIZ BLACKMAN,PO BOX 1057,TWISP,WA,98856-1057,0,3,3,1000,200303,1,15,0,1,1,202412.0,4,4,1,0,12,266925.0,296602.0,291962.0,C27,BETSY CUSHMAN
10741563,JOY LUTHERAN CHURCH,,14450 WOODSON PARK DR,HOUSTON,TX,77044-4583,1709,3,9,7000,194107,1,10,1029000,5,1,,0,0,6,0,12,,,,,
10741655,ROCK CREEK P T C OF ROCKLIN CA,% JESSICA MARTINELLI,2140 COLLET QUARRY DR,ROCKLIN,CA,95765-4244,0,3,3,1200,201201,1,16,0,5,1,202406.0,0,0,2,0,6,0.0,0.0,0.0,B94,
10742246,PORT ORCHARD FOURSQUARE CHURCH,,PO BOX 8566,PORT ORCHARD,WA,98366-0897,1061,3,9,7000,194910,1,10,325059927,5,1,,0,0,6,0,12,,,,,
10742550,MIRACLE HOUSE OF PRAYER,% BARRY HORN SR,7602 CABOT ST,HOUSTON,TX,77016-3918,0,3,3,7000,200212,1,10,0,1,1,,0,0,6,0,12,,,,X20,
10743229,LEAVENWORTH SKI HILL HERITAGE FOUNDATION,% MICHAEL CUMMINGS,PO BOX 54,LEAVENWORTH,WA,98826-0054,0,3,3,1000,200211,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,N50,SKI HERITAGE FOUNDATION
10743458,BARBARA JORDAN ELEMENTARY PARENT TEACHER ORGANIZATION,% DAVID G ADAMS,8433 FM 1464 RD STE L69,RICHMOND,TX,77407-1102,0,3,3,1200,202306,1,15,0,1,1,202507.0,0,0,2,0,7,0.0,0.0,0.0,B94,
10743999,WPD INVESTMENTS REINSURANCE LTD,,2425 W PIONEER PKWY STE 100,ARLINGTON,TX,76013-6044,0,15,3,1000,200506,2,0,0,1,1,,4,4,0,0,12,,,,Y23,
10744103,HSIN HSIN PRIVATE FOUNDATION,% CHESTER WANG,27101 HORSESHOE LN,LOS ALTOS HLS,CA,94022-1934,0,3,3,1270,202310,1,4,0,1,1,202312.0,1,1,0,1,12,2068.0,1.0,,X11,
10744459,HERITAGE OF PRAISE FELLOWSHIP,% MARK HENSLEE,PO BOX 298,FOUNTAIN,CO,80817-0298,0,3,3,7200,200409,1,10,0,1,1,,0,0,6,0,9,,,,X21,
10745452,HARBOR BAPTIST FELLOWSHIP,% CLIVE ROBINSON,PO BOX 156,HOWEY IN HLS,FL,34737-0156,2024,3,9,7200,196908,1,10,59029000,5,1,,0,0,6,0,9,,,,,
10745483,DOROTHYS SOFT TOUCH CORP,% CHINYERE HILL,1139 TUCSON ST,AURORA,CO,80011-6424,0,3,3,1000,200609,1,15,0,1,1,202412.0,2,6,1,0,12,18881.0,1078314.0,1078314.0,B99,
10745653,LITE INITIATIVES,% SAMMY NASR,4009 SEBASTOPOL RD,SANTA ROSA,CA,95407-6623,0,3,3,1000,200301,1,16,0,1,1,202312.0,3,4,1,0,12,56996.0,264183.0,253050.0,C35,
10746157,AM DAWG INC,% ALLEN FRENCH,5610 WHITNER DR,ATLANTA,GA,30327-4747,0,7,3,1000,200303,2,0,0,1,1,202406.0,4,4,1,0,6,275527.0,234795.0,234795.0,B83,
10746171,REAL LIFE ASSEMBLIES OF GOD,% SUSIE DICKSON,9305 STATELINE RD APT 30G,OLIVE BRANCH,MS,38654-3770,1678,3,9,7000,196408,1,10,1002029,5,1,,0,0,6,0,8,,,,,
10746194,TEXAS FAMILY INSTITUTE,,100 CHESTNUT ST,ABILENE,TX,79602-1455,0,3,3,1000,200303,1,15,0,1,1,202412.0,3,4,1,0,12,44571.0,134430.0,134430.0,P50,
10747396,VOUGHT AIRCRAFT HERITAGE FOUNDATION,% CATHIE BARRINGTON,5840 W I20,ARLINGTON,TX,76017-1098,0,3,3,2000,200212,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,A54,
10748031,JUICY FRUITS MINISTRY INC,,3161 MOUNTAINSIDE DR,CORONA,CA,92882-8914,0,3,3,1000,200306,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,P60,
10748214,ARBOR BAY SCHOOL,% PAMELA COLSTON JOY,1017 CEDAR ST,SAN CARLOS,CA,94070-3862,0,3,3,1200,200310,1,11,0,1,1,202407.0,6,6,1,0,7,1309794.0,1515216.0,1463892.0,B28,
10749046,JEWISH BURIAL SOCIETY INC,% SHALOM DONIN,17315 NE 10TH CT,N MIAMI BEACH,FL,33162-2609,0,3,3,1000,201105,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,P50,
10749073,USA TRACK & FIELD INC BORDER ASSOCIATION,,143265 N CAVE DR,EL PASO,TX,79938-0000,0,3,3,1000,202308,1,16,300298317,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,N60,
10749490,FINGER OF GOD GOODNEWS MINISTRY,% MOSES GAGO,21919 FIGUEROA ST,CARSON,CA,90745-1921,0,3,3,7000,201103,1,10,0,1,1,,0,0,6,0,12,,,,X20,
10749500,CROSS COUNTRY COACHES ASSOCIATION OF TEXAS GROUP,% TIMO SHEARD,2610 17TH AVE,CANYON,TX,79015-5552,0,3,3,1000,201408,1,4,0,5,1,202412.0,1,3,0,1,12,4352.0,29020.0,,Z99,
10750062,NEW VISION BAPTIST CHURCH,% ORILANGE BIEN-AIME,115 59TH AVE E,BRADENTON,FL,34203-0000,2269,3,9,7000,197204,0,10,0,5,1,,0,0,6,0,12,,,,,
10750308,FORD OWNERS ASSOCIATION INC,% SUE HOWELL,631 MILLER RD,CEDARTOWN,GA,30125-7121,0,4,3,2000,201210,2,0,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,N50,
10750987,CELIA CRUZ FOUNDATION INC,% OMER PARDILLO,2301 NW 87TH AVE STE 600,DORAL,FL,33172-2412,0,3,3,1000,200310,1,15,0,1,1,202409.0,0,0,2,0,9,0.0,0.0,0.0,T99,
10751074,NANTZ FAMILY FOUNDATION,% HPM PARTNERS,PO BOX 58177,NASHVILLE,TN,37205-8177,0,3,3,1000,200212,1,4,0,2,1,202412.0,4,4,0,1,12,126600.0,102734.0,,T22,
10751195,BISHOP MCLAUGHLIN CATHOLIC HIGH SCHOOL INC,% ROBERT KUZMANN,13651 HAYS RD,SPRING HILL,FL,34610-7665,928,3,9,7000,194603,1,11,0,5,1,,0,0,13,0,12,,,,,
10751210,ACTS OUTREACH MINISTRY INC,,3855 NORTH OCOEE STREET 5TH FLOOR,CLEVELAND,TN,37312-4457,0,3,3,1000,200408,1,4,0,1,1,202412.0,4,4,0,1,12,150286.0,147987.0,,T20,SCALES ANTHONY R
10751555,PARENTS HELPING PARENTS INC,% HUGH BENSON,PO BOX 20574,OKLAHOMA CITY,OK,73156-0574,0,3,3,2000,200305,1,15,0,1,1,202406.0,3,4,1,0,6,52355.0,227701.0,227701.0,F60,
10751896,MEAGHER COUNTY SPORTSMEN ASSOCIATION,% JOANNE CUMMINS,PO BOX 582,WHT SPHR SPGS,MT,59645-0582,0,7,3,1000,200306,2,0,0,5,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,N50,
10752106,BROOK HAVEN MENNONITE CHURCH,,2971 TOGO RD,BROOKSVILLE,MS,39739-9786,1971,3,9,7000,196901,1,10,59150001,5,1,,0,0,6,0,12,,,,,
10752303,LIGHTHOUSE DELIVERANCE MINISTRY,% ALLAN M SMITH,PO BOX 916,ST ROBERT,MO,65584-0916,0,3,3,1000,200308,1,10,0,2,1,,2,3,6,0,12,,,,X20,
10752542,COVENANT CHILD CARE CENTER,% EVELYN JOHNSON,4601 N 34TH ST,PHOENIX,AZ,85018-3320,2650,3,9,7000,197507,1,10,1000000,5,1,,0,0,6,0,12,,,,,
10754310,ILLUMINATIONS22 MINISTRY,% SUZAN CAMPBELL,11901 PATRICIA AVE,BORON,CA,93516-1923,0,3,3,1000,200404,1,15,0,1,1,202507.0,0,0,2,0,7,0.0,0.0,0.0,X99,
10754682,WAYFARING CHURCH OF GOD IN CHRIST INC,% THELMA STURDIVANT,PO BOX 370763,MIAMI,FL,33137-0763,0,3,3,7000,200303,1,10,0,1,1,,0,0,6,0,11,,,,X20,
10755018,CALVARY CHRISTIAN FELLOWSHIP OF MIDLAND,% STEVEN A WESTFALL,1024 ANDREWS HWY STE E,MIDLAND,TX,79701-3813,0,3,3,7000,200304,1,10,0,1,1,,0,0,6,0,12,,,,X21,
10755594,SCHOOL GARDEN PROJECT OF LANE COUNTY,% JARED PRUCH,PO BOX 30072,EUGENE,OR,97403-1072,0,3,3,1230,200303,1,15,0,1,1,202408.0,4,4,1,0,8,130998.0,225485.0,216246.0,C42,
10756380,BANGS FAMILY FOUNDATION,% LAWRENCE BANGS,24632 W 96TH ST,LENEXA,KS,66227-7285,0,3,3,1000,200403,1,4,0,1,1,202406.0,6,5,0,1,6,2294875.0,792644.0,,T20,
10757267,TAYLOR LIBRARY FOUNDATION INC,% PATRICIA FELFE,801 VANCE ST,TAYLOR,TX,76574-3268,0,3,3,1000,200310,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,B11,
10757598,CALVARYS GRACE MINISTRIES,% SLOAN PARKER,8427 HIGHWAY C,POPLAR BLUFF,MO,63901-9575,0,3,3,7210,200503,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,X20,
10757751,PLAN IT GREEN INC,% JENNIFER PASLEY,PO BOX 550225,ATLANTA,GA,30355-2725,0,3,3,2000,200610,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,A60,
10758008,CROSSBRIDGE COMMUNITY CHURCH OF SAN ANTONIO,% FRANZE WALL,25700 OVERLOOK PKWY,SAN ANTONIO,TX,78260-2599,0,3,3,7000,202004,1,10,0,1,1,,0,0,6,0,12,,,,X20,
10758985,LITERACY FOR HAITI INC,% CLIFFORD MATOUSEK,2610 13TH ST,CLARKSTON,WA,99403-3206,0,3,3,1200,200303,1,15,0,1,1,202409.0,0,0,2,0,9,0.0,0.0,0.0,Q33,
10759003,RASHI ACADEMY,% AMINA SCHOCHET,6665 LONG BEACH BLVD,LONG BEACH,CA,90805-2055,0,3,3,7000,200411,1,11,0,1,1,,0,0,13,0,8,,,,B20,
10759029,INTERNATIONAL CHECKERS ASSOCIATION OF NORTH AMERICA INC,% LYUBLYANA TURIY,12472 BERKELEY SQUARE DR,TAMPA,FL,33626-2542,0,3,3,1200,200505,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,I21,
10759859,CALVARY CHAPEL MCDONOUGH,% MANUEL COLLAZO,2980 PHILLIPS BEND XING,BUFORD,GA,30519-6768,0,3,3,7100,200306,1,10,0,1,1,,0,0,6,0,12,,,,X20,
10759872,MIDDLE TENNESSEE BOXER RESCUE INC,% BRENDA BASS,615 BEECH CREEK RD S,BRENTWOOD,TN,37027-3430,0,3,3,4000,200302,1,16,0,1,1,202212.0,4,4,1,0,12,172430.0,155951.0,142320.0,D20,
10760435,KINGDOM YOUTH ALLIANCE INC,% SHARON K PARIS,5301 COUNTY ROAD 220,KINGDOM CITY,MO,65262-2014,0,3,3,7000,200401,1,10,0,1,1,,0,0,6,0,12,,,,X20,KYA
10761710,MEET THE NEED MINISTRIES INC,% JAMES MORGAN,7853 GUNN HWY 254,TAMPA,FL,33626-1611,0,3,3,7100,200401,1,15,0,1,1,202412.0,3,4,1,0,12,80653.0,237583.0,237583.0,X12,
10761876,STARFLEET CANINE AID FOUNDATION,% SUSAN HORN,11684 GERMANY RD,WILTON,CA,95693-9698,0,3,3,4000,200303,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,D20,
10762320,MINISTERIO LUZA LAS NACIONES INC,% JACOBO MIRON,6700 ANTOINE DR,HOUSTON,TX,77091-1208,0,3,3,7000,201409,1,10,0,1,1,202212.0,6,6,6,0,12,2898343.0,1072113.0,1072113.0,X20,
10762724,ALL NATIONS NEW HARVEST CHRISTIAN CENTER,% PASTOR BONNIE DANIELS,2560 BUNKER ST,REDDING,CA,96002-1338,0,3,3,7000,200307,1,10,0,1,1,,0,0,6,0,12,,,,X20,
10763500,EMMANUEL BAPTIST CHURCH OF HOLINESS,,3420 DAVIE BLVD,FORT LAUDERDALE,FL,33312-0000,2024,3,9,7200,196908,1,10,59029000,5,1,,0,0,6,0,9,,,,,
10763618,RANG JUNG YESHE BUDDHIST CENTER,% TENZIN ALATSANG,1427 SAN MARINO AVE STE 2,SAN MARINO,CA,91108-2047,0,3,3,7100,200406,1,16,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,X50,
10763758,CAMP JEANNE D ARC FOUNDATION,% JANE STOCKHAUSEN,848 W 25TH ST UNIT B,HOUSTON,TX,77008-1897,0,3,3,1000,202007,1,4,0,1,1,202410.0,3,1,0,1,10,26390.0,1704.0,,N20,
10764879,COASTAL BASEBALL ASSOCIATION,% LAWRENCE MOBLEY,209 APACHE RD,BRUNSWICK,GA,31525-8524,0,3,3,1000,200312,1,15,0,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,N62,
10764975,CROSSROADS COMMUNITY CHURCH,% TIMOTHY L CUPP,25715 W 127TH ST,OLATHE,KS,66061-9233,0,3,3,7000,200305,1,10,0,1,1,,0,0,6,0,12,,,,X20,
10765610,EMMANUEL INTERNATIONAL MINISTRY,% DEMETRIS BRADY,4546 NORTH ST APT 5247,BATON ROUGE,LA,70806-3404,0,3,3,7100,200602,1,10,0,1,1,,0,0,6,0,12,,,,X20,
10765811,CARRIE DICKERSON FOUNDATION,% GWEN INGRAM,PO BOX 52343,TULSA,OK,74152-0343,0,3,3,1000,200309,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,C30,
10768191,INSTITUTE OF ARCHAEOMYTHOLOGY,% JOAN MARLER,1645 FURLONG RD,SEBASTOPOL,CA,95472-9416,0,3,3,2000,200311,1,16,0,1,1,202406.0,0,0,2,0,6,0.0,0.0,0.0,U05,
10768301,KARNES COUNTY HUMANE ORGANIZATION,,PO BOX 128,KENEDY,TX,78119-0128,0,3,3,4000,201409,1,16,0,1,1,202412.0,5,4,1,0,12,747424.0,265396.0,240591.0,D20,
10768318,PENTECOSTAL MARANATHA GOSPEL CHURCH DALLAS,% NIL,2319 GUTHRIE RD,GARLAND,TX,75043-5945,0,3,3,1000,200504,1,15,0,1,1,202312.0,4,3,1,0,12,225278.0,79592.0,79592.0,X20,
10768390,WILDERNESS RANCH FIREFIGHTERS ASSOCIATION INC,% RICHARD K MURRAY,421 RIMVIEW DR,BOISE,ID,83716-3141,0,3,3,1000,200403,1,15,0,1,1,202509.0,0,0,2,0,9,0.0,0.0,0.0,M24,
10769300,LAIR FAMILY FOUNDATION,% KEITH D LAIR,1701 N COLLINS BLVD STE 245,RICHARDSON,TX,75080-3789,0,3,3,1000,200309,1,4,0,1,1,202412.0,4,3,0,1,12,157663.0,85210.0,,T22,
10769305,KARE BEARS AT SUMMERSET III VISTA,% EUGENIA BENNETT,1581 REGENT DR,BRENTWOOD,CA,94513-6911,0,3,3,1000,201510,1,16,0,5,1,202506.0,0,0,2,0,6,0.0,0.0,0.0,S22,
10769386,BRUNELLI FAMILY FOUNDATION,% LEE ANN BRUNELLI,915 CREEKDALE DR,RICHARDSON,TX,75080-4907,0,3,3,1000,200310,1,4,0,1,1,202412.0,4,3,0,1,12,236928.0,33192.0,,T22,
10769456,VENTURA LAND TRUST,% MELISSA BAFFA,PO BOX 1284,VENTURA,CA,93002-1284,0,3,3,1000,200307,1,15,0,1,1,202412.0,8,6,1,0,12,14805148.0,4296115.0,4194109.0,C34,
10769734,MERCY HILL CHURCH,% VICKY MCDOWELL,3757 STATE HIGHWAY 25,JACKSON,MO,63755-8097,1725,3,9,7000,196503,1,10,1029000,5,1,,0,0,6,0,12,,,,,
10770184,KEITH NIX MINISTRIES,% BUNCOMBE,PO BOX 5739,SEVIERVILLE,TN,37864-5739,0,3,3,7000,200809,1,15,0,1,1,202312.0,0,4,1,0,12,0.0,163902.0,163902.0,X20,OPERATION HOPE MINISTRIES
10770675,SPRINGHILL DEVELOPMENT & IMPROVEMENT ORGANIZATION,% LEON STREATER,60 M P COMER RD,EUFAULA,AL,36027-4718,0,3,3,1000,201511,1,15,0,5,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,S20,
10770788,SHILOH SERVICES INC,% MARY BREESE,115 SCOTCH PINE LN,COLUMBIA FLS,MT,59912-8304,0,3,3,1000,200306,1,16,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,P20,
10772321,F R DOUBLE E OUTREACH MINISTRY,% JARON B LEWIS SR,7716 HWY 182 STE 102,MORGAN CITY,LA,70380-2313,0,3,3,7000,200503,1,10,0,1,1,,0,0,6,0,12,,,,X21,FREE OUTREACH MINISTRY
10772839,HOMES OF HOPE INC,,36300 COUNTY ROAD Z,WRAY,CO,80758-9720,0,3,3,1200,200605,1,15,0,1,1,202412.0,3,4,1,0,12,79783.0,113929.0,113929.0,P45,
10773390,PALS ANIMAL RESCUE INC,% ELLEN QUERNER,PO BOX 47342,WICHITA,KS,67201-7342,0,3,3,4100,200304,1,16,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,D20,
10773863,SUMMIT PENTECOSTAL CHURCH OF GOD,,HWY 202 E,SUMMIT,AR,72677-0000,1446,3,9,7000,195902,1,10,268120230,5,1,,0,0,6,0,12,,,,,
10774114,GOVERNMENT INVESTMENT OFFICERS ASSOCIATION,% RICHARD PHILLIPS,10655 PARK RUN DR STE 120,LAS VEGAS,NV,89144-4592,0,3,3,2000,200603,1,15,0,1,1,202412.0,5,4,1,0,12,536139.0,464970.0,464970.0,W032,
10774995,FRIENDS OF CLARKSVILLE MAINSTREET INC,% JAMES VAUGHAN JR,PO BOX 1122,CLARKSVILLE,TX,75426-1122,0,3,3,1000,200401,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,B99,
10775179,ECOM FOUNDATION FOR DEVELOPMENT OF ORIGIN RESOURCES,,13760 NOEL RD STE 500,DALLAS,TX,75240-1362,0,3,3,1000,200606,1,15,0,1,1,202412.0,4,4,1,0,12,388699.0,341235.0,341235.0,Q30,
10775315,PEACE INTERNATIONAL FOUNDATION,% HELEN SULLIVAN,513 MULBERRY ST,TEAGUE,TX,75860-2127,0,3,3,1000,200408,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,X200,
10776204,TEXAS AEROSPACE EDUCATION FOUNDATION,% RICHARD HAMER,1965 REMINGTON LN,FRISCO,TX,75033-7634,0,3,3,1200,201209,1,15,0,1,1,202506.0,0,0,2,0,6,0.0,0.0,0.0,B82,
10776470,GODS ACRES INC,% BOB NAST,1943 SW 16TH PL,DEERFIELD BCH,FL,33442-6121,0,3,3,1700,200306,1,16,0,1,1,202412.0,6,6,1,0,12,1011874.0,2350467.0,1238069.0,X99,
10776478,LYNNWOOD JAPANESE CHURCH,% GO KANEDA,7812 224TH ST SW,EDMONDS,WA,98026-8336,1675,3,9,7000,196408,1,10,1029000,5,1,,0,0,6,0,12,,,,,
10776583,TOASTMASTERS INTERNATIONAL,% MONEY TALKS CLUB,130 EDWARD JONES BLVD 9TH FLOOR,MARYLAND HEIGHTS,MO,63043-3000,820,3,9,2000,194505,1,16,59319000,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,,2075 MONEY TALKS CLUB
10777020,MOUNT SINAI BAPTIST CHURCH OF MACON INC,% HAROLD CRAFTER,1310 EASTVIEW AVE,MACON,GA,31217-4208,0,3,3,7000,200503,1,10,0,1,1,,0,0,6,0,12,,,,X21,
10777831,TAU EPSILON CHAPTER OF OMEGA PSI PHI FRATERNITY,,3100 CLEBURNE ST,HOUSTON,TX,77004-4501,0,7,3,1000,202405,2,0,36000000,5,1,,0,0,1,0,10,,,,N50,
10777876,GRACE POINT CHURCH INCORPORATED,% VERNELL ALEXANDER,2910 MERIWETHER RD,SHREVEPORT,LA,71108-5402,0,3,3,7000,200407,1,10,0,1,1,,0,0,6,0,12,,,,X20,
10777882,COMMUNITY HOUSING III INC,% ROBERT MAHJOR,4150 S MOODY AVE,PORTLAND,OR,97239-4417,0,3,3,1000,200308,1,15,0,1,1,202412.0,6,4,1,0,12,1975020.0,238517.0,238517.0,L20,
10777918,PTA TEXAS CONGRESS,,4400 LAKEVIEW BLVD,DENTON,TX,76208-5898,1889,3,9,2000,196709,1,16,59035000,1,1,202506.0,3,3,1,0,6,33512.0,54601.0,38265.0,B940,PECAN CREEK PARENT TEACHER ASSOCIAT
10778461,SACRAMENTO ULTIMATE PLAYERS ASSOCIATION,,PO BOX 162466,SACRAMENTO,CA,95816-2466,0,3,3,1000,201906,1,16,0,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,N60,
